nama_rumah,kamar_mandi,kamar_tidur,luas_m2,harga,harga_m2,alamat,link
Rumah Baru 5 Menit Tol Andara Jagakarsa Jaksel,4,4,135,1650000000,19411765,"Jl. Moh. Kahfi 1 No.37, RT.5/RW.1, Ciganjur, Ciganjur, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-baru-5-menit-tol-andara-jagakarsa-jaksel-oleh-iftitakhur-rohmawan-17916432
Quadra Jagakarsa,4,4,95,1650000000,27500000,"Jagakarsa Jakarta Selatan, Jagakarsa, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-quadra-jagakarsa-oleh-andi-firmansyah-18921602
"Hunian Cluster baru indent 2, 5 lt type mezanien Asri dan Nyaman di Jagakarsa",2,3,120,1635000000,22094595,"Jagakarsa, Jagakarsa, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-hunian-cluster-baru-indent-2-5-lt-type-mezanien-asri-dan-nyaman-di-jagakarsa-oleh-nurholis-17674666
Rumah 2 Lantai Jagakarsa 5 Menit Tol Andara,4,4,130,1630000000,20375000,"Jalan Jagakarsa Raya, RT.13 / RW.05, Jagakarsa, Lenteng Agung, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-2-lantai-jagakarsa-5-menit-tol-andara-oleh-iftitakhur-rohmawan-17906531
Nego Sampai Jadi Rumah Modern Hill,2,3,108,1600000000,11851852,"Ciputat, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-nego-sampai-jadi-rumah-modern-hill-oleh-herlan-setiadi-17151202
"Amaya Town house jL. Moh. Kahfi 1, RT/RW 009/04, RT. 1/RW. 2, Cipedak, Kec. Jagakarsa, Kota Jakarta Sel",2,3,88,1600000000,17204301,"Moh. Kahfi 1, RT/RW 009/04, RT.1/RW.2,Jagakarsa, Jagakarsa, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-amaya-town-house-jl-moh-kahfi-1-rt-rw-009-04-rt-1-rw-2-cipedak-kec-jagakarsa-kota-jakarta-sel-oleh-slamet-sutikno-18817904
Exclusive Green Home Living With Modern Minimalis,2,3,65,1600000000,19047619,"Jln Moh Kahfi 1 Jagakarsa Jakarta selatan, Jagakarsa, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-exclusive-green-home-living-with-modern-minimalis-oleh-syarifudin-18914542
De Savanna Residence,2,3,115,1600000000,19753086,"Gelagah Dalam, Cirendeu, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-de-savanna-residence-oleh-isa-alhabsyi-17221826
Rumah Lebak Bulus dekat MRT,2,3,90,1600000000,26666667,"Jl. Taman Sari I Jl. Karang Tengah Raya, RT.7/RW.3, Lebak Bulus, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-lebak-bulus-dekat-mrt-oleh-regi-maulana-musfiq-18554246
Rumah besar di Hook dengan kelebihan tanah 100 mtr  persis samping rumah,3,3,120,1600000000,11764706,"Cirendeu, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-besar-di-hook-dengan-kelebihan-tanah-100-mtr-persis-samping-rumah-oleh-tungko-prima-18941141
Cluster nyaman mewah dan siap huni,3,3,140,1600000000,16666667,"Kahfi 1, Ciganjur, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-cluster-nyaman-mewah-dan-siap-huni-oleh-burhan-18743558
Khayar Residence,3,3,120,1600000000,16666667,"Jl. Khayar, Ciganjur, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-khayar-residence-oleh-tri-budiono-17053762
perumahan murah mewah siap huni jakarta selatan lebak bulus,3,4,110,1600000000,19753086,"taman sari 1, Lebak Bulus, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-perumahan-murah-mewah-siap-huni-jakarta-selatan-lebak-bulus-oleh-alfian-fadilah-18553708
"rumah siap huni dan ready , bebas custom jakarta selatan",3,4,110,1600000000,19753086,"Fatmawati, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-siap-huni-dan-ready-bebas-custom-jakarta-selatan-oleh-alfian-fadilah-17892537
Ajwa residence lebak bulus jakarta selatan,3,4,110,1600000000,20000000,"taman sari 1, Cilandak, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-ajwa-residence-lebak-bulus-jakarta-selatan-oleh-alfian-fadilah-18264245
Dijual rumah full furnished sebelah tol andara dijagakarsa Jakarta Selatan,4,4,120,1600000000,13913043,"Jl. sarpa, Jagakarsa, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-dijual-rumah-full-furnished-sebelah-tol-andara-dijagakarsa-jakarta-selatan-oleh-wildan-maricar-18770074
Rumah Baru Mewah Desain Clasic Modern Jagakarsa,4,5,160,1600000000,14159292,"jl kahfi 2, Jagakarsa, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-baru-mewah-desain-clasic-modern-jagakarsa-oleh-badar-muhammad-17824817
Cluster classic modern on progress mewah dan nyaman,4,5,160,1600000000,14159292,"Kahfi 2, Jagakarsa, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-cluster-classic-modern-on-progress-mewah-dan-nyaman-oleh-burhan-18712133
Rumah dalam cluster selangka ke pintu toll di jagakarsa,4,4,140,1600000000,16666667,"Jl raya Kahfi 1, Jagakarsa, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-dalam-cluster-selangka-ke-pintu-toll-di-jagakarsa-oleh-badar-muhammad-18935018
Jagakarsa Jakarta Selatan,4,4,130,1600000000,16666667,"Jl Moh Kahfi 1, Jagakarsa, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-jagakarsa-jakarta-selatan-oleh-ahmad-sofwan-18839252
Cluster 10Unit Luxury Siap Huni Di M Kahfi 1 Jagakarsa Bisa Cash Dan KPR,4,4,150,1600000000,17777778,"M Kahfi 1 Jagakarsa, Jagakarsa, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-cluster-10unit-luxury-siap-huni-di-m-kahfi-1-jagakarsa-bisa-cash-dan-kpr-oleh-zainal-abidin-18881550
Rumah minimalis mewah dgn akses 2 mobil d kahfi 1 Jagakarsa,4,4,130,1600000000,20000000,"Kahfi 1, Jagakarsa, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-minimalis-mewah-dgn-akses-2-mobil-d-kahfi-1-jagakarsa-oleh-burhan-18445855
"3 Bedrooms Rumah Pancoran, Jakarta Selatan, DKI Jakarta",3,3,87,1595000000,22785714,"Pancoran, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-3-bedrooms-rumah-pancoran-jakarta-selatan-dki-jakarta-oleh-budiman-18611219
Rumah Minimalis exlusive free Ac Jagakarsa,4,4,150,1580000000,15800000,"Kebagusan kelapa peon ragunan, Jagakarsa, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-minimalis-exlusive-free-ac-jagakarsa-oleh-ihwan-amin-17568534
Rumah Second 3Lantai LT100 Non Cluster Dekat Pintu Tol Andara Carport Bisa 3Mobil,3,4,150,1575000000,15750000,"Akses Jalan 2Mobil, Jagakarsa, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-second-3lantai-lt100-non-cluster-dekat-pintu-tol-andara-carport-bisa-3mobil-oleh-zainal-abidin-18920126
Rumah Dijual Kalibata,2,2,110,1550000000,9627329,"Kalibata, Kalibata, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-dijual-kalibata-oleh-andien-rr-18926088
Rumah cantik minimalis modern akses 2 mobil,2,3,115,1550000000,12916667,"Jalan raya Jagakarsa, Jagakarsa, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-cantik-minimalis-modern-akses-2-mobil-oleh-yoni-topan-18049495
Rumah Minimalis Jagakarsa 10 menit Tol Andara dan Dekat Ragunan Zoo,2,4,160,1550000000,15656566,"Jl. Jagakarsa Raya, RT.13 / RW.05, Jagakarsa, Ciganjur, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-minimalis-jagakarsa-10-menit-tol-andara-dan-dekat-ragunan-zoo-oleh-iftitakhur-rohmawan-17817089
Pesona Azalea | Free biaya-biaya | 15 Menit ke MRT,3,3,110,1550000000,22142857,"Jl. Cirendeu Raya, Cirendeu, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-pesona-azalea-free-biaya-biaya-15-menit-ke-mrt-oleh-rizqi-syuhada-18693731
RUMAH CLUSTER TANAH LUAS,4,4,160,1550000000,12301587,"aslih, Jagakarsa, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-cluster-tanah-luas-oleh-allan-dody-17931761
Rumah Baru 3unit siap Huni cash dan kpr,4,4,180,1550000000,12400000,"Jagakarsa, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-baru-3unit-siap-huni-cash-dan-kpr-oleh-iko-18610533
Rumah Lux Indent LT117 Non Cluster Jalan Benda Komplek DPR M Kahfi 1 Akses 2Mobil,4,4,130,1550000000,13247863,"Jl. Benda Komplek DPR M Kahfi 1, Jagakarsa, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-lux-indent-lt117-non-cluster-jalan-benda-komplek-dpr-m-kahfi-1-akses-2mobil-oleh-zainal-abidin-18071737
Rumah 10 menit ke toll,4,4,130,1550000000,18023256,"jalan raya khafi 2 jagakarsa Jakarta Selatan, Jagakarsa, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-10-menit-ke-toll-oleh-tarono-18841977
"NEW Scandinavian Cluster 2, 5 Lantai Strategis Di Jalan Kahfi 2 Cipedak Jagakarsa Jakarta Selatan",4,4,130,1550000000,18023256,"Jagakarsa, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-new-scandinavian-cluster-2-5-lantai-strategis-di-jalan-kahfi-2-cipedak-jagakarsa-jakarta-selatan-oleh-aslam-18816906
Cluster 2 lantai lt 126 baru ready stock di jagakarsa jaksel,5,5,160,1550000000,12301587,"Moch kahfi 1 jagakarsa jaksel, Jagakarsa, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-cluster-2-lantai-lt-126-baru-ready-stock-di-jagakarsa-jaksel-oleh-ajmal-18756080
Rumah mewah di dalam cluster harga murah akses 5 menit ke tol Desari,5,5,180,1550000000,12301587,"Jalan Aselih Moh.Kahfi 1 Jagakarsa, Jagakarsa, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-mewah-di-dalam-cluster-harga-murah-akses-5-menit-ke-tol-desari-oleh-yoni-topan-18164257
Rumah cluster LT 125 ready stock kahfi 1 jagakarsa,5,5,180,1550000000,12400000,"Kahfi 1 jagakarsa, Jagakarsa, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-cluster-lt-125-ready-stock-kahfi-1-jagakarsa-oleh-badar-muhammad-17710747
CLUSTER LUXURY ASELIH JAGAKARSA,5,5,180,1550000000,12400000,"Jl aseli, Jagakarsa, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-cluster-luxury-aselih-jagakarsa-oleh-burhan-18318128
Jagakarsa,3,4,122,1538000000,24031250,"Jagakarsa, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-jagakarsa-oleh-ilham-kausallyanto-18937108
Rumah seken lokasi depan jalan Kebagusan,2,3,120,1500000000,13157895,"Kebagusan 3 raya, Kebagusan, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-seken-lokasi-depan-jalan-kebagusan-oleh-ihwan-amin-18794025
"DIJUAL MURAH dan CEPAT! Rumah 2 Lantai di Jagakarsa, Jakarta Selatan",2,3,155,1500000000,17441860,"Jl. Pepaya V, Jagakarsa, Jakarta Selatan, Jagakarsa, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-dijual-murah-dan-cepat-rumah-2-lantai-di-jagakarsa-jakarta-selatan-oleh-mohamad-afiffudin-18459854
Rumah dijual di Cikoko Jakarta selatan,3,7,174,1500000000,12396694,"Cikoko Timur, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-dijual-di-cikoko-jakarta-selatan-oleh-suwandana-18850585
RUMAH CANTIK NON CLUSTER DEKAT KE PINTU TOL DESARI,3,4,130,1500000000,17647059,"Jl.Moh Kahfi 1, Jagakarsa, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-cantik-non-cluster-dekat-ke-pintu-tol-desari-oleh-mamen-sulivan-18858922
Rumah minimalis 2 lantai dekat jalan raya,3,3,110,1500000000,18750000,"Cirendeu, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-minimalis-2-lantai-dekat-jalan-raya-oleh-moza-17902383
"cluster exclusive , pinggir jalan utama cirendeu",3,3,90,1500000000,21428571,"cirendeu, Cirendeu, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-cluster-exclusive-pinggir-jalan-utama-cirendeu-oleh-sugiardi-17221479
Jual rumah Pesanggrahan dalam cluster siap bangun,3,3,125,1500000000,33333333,"Pesanggrahan, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-jual-rumah-pesanggrahan-dalam-cluster-siap-bangun-oleh-dewi-sabina-18282800
BRAND NEW TOWHOUSE (DALAM KOMPLEK M SAIDI RAYA ) - 18 Menit Kebayoran/Senopati Area,3,3,100,1500000000,33333333,"Komplek M Saidi Raya, Pesanggrahan, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-brand-new-towhouse-dalam-komplek-m-saidi-raya-18-menit-kebayoran-senopati-area-oleh-abdurrahman-siddiq-18691788
Rumah baru mewah ready stock 2 lantai di jagakarsa jaksel,4,4,140,1500000000,17647059,"Moch kahfi 1 jagakarsa jaksel, Jagakarsa, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-baru-mewah-ready-stock-2-lantai-di-jagakarsa-jaksel-oleh-ajmal-18807313
Rumah 2 Lantai Dekat Akses Tol,4,4,140,1500000000,17647059,"M kahfi 1, Jagakarsa, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-2-lantai-dekat-akses-tol-oleh-allan-dody-18835744
Rumah hunian baru clasic modern - 5 menit ke pintu toll,4,4,130,1500000000,18750000,"Jl Kahfi 1, Jagakarsa, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-hunian-baru-clasic-modern-5-menit-ke-pintu-toll-oleh-badar-muhammad-18934014
Cilandak,4,4,130,1500000000,20833333,"Jl Margasatwa, Cilandak, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-cilandak-oleh-ahmad-sofwan-18855419
Rumah Second 3Lantai Siap Huni Di Ragunan Garasi 3Mobil Jual Murah,5,5,270,1499000000,5551852,"Jalan Unas Ragunan, Ragunan, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-second-3lantai-siap-huni-di-ragunan-garasi-3mobil-jual-murah-oleh-zainal-abidin-18923839
"4 menit ke Tol TB. Simatupang, Busway, MRT, Arkadia, Kebun Binatang",1,2,66,1495000000,27181818,"Kebagusan Raya, Fatmawati, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-4-menit-ke-tol-tb-simatupang-busway-mrt-arkadia-kebun-binatang-oleh-yahdi-syarif-18784770
"4 menit ke Tol TB. Simatupang, Busway, MRT, Arkadia, Kebun Binatang",2,2,66,1495000000,27181818,"Kebagusan Raya, Cilandak, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-4-menit-ke-tol-tb-simatupang-busway-mrt-arkadia-kebun-binatang-oleh-yahdi-syarif-18783649
Bamboo Aselih Residence 2,3,3,100,1495000000,13590909,"Jl. Aselih Raya, Cipedak, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-bamboo-aselih-residence-2-oleh-abdullah-baraja-18157825
Jual BU Rumah di Kemang pratama,3,4,90,1475000000,8194444,"Kemang, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-jual-bu-rumah-di-kemang-pratama-oleh-eko-han-18594377
Rumah Murah area premium,3,4,150,1450000000,16860465,"Jl pepaya raya, Jagakarsa, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-murah-area-premium-oleh-jaelani-17530921
"Rumah Murah 10 Menit Ke Tol Desari, Jagakarsa. Jakarta Selatan",3,3,120,1450000000,17261905,"Jl, Panjang, Ciganjur, Ciganjur, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-murah-10-menit-ke-tol-desari-jagakarsa-jakarta-selatan-oleh-aziz-faeyza-18808218
Rumah baru siap huni ada 4 unit,3,3,120,1450000000,17469880,"Jl moh kahfi 2 jagakarsa, Jagakarsa, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-baru-siap-huni-ada-4-unit-oleh-iko-18329694
RUMAH NON CLUSTER SIAP HUNI DIJAGAKARSA,3,3,120,1450000000,19333333,"Jalan sadar raya jagakarsa, Jagakarsa, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-non-cluster-siap-huni-dijagakarsa-oleh-mamen-sulivan-18906642
Rumah Mewah Murah area strategis,3,3,120,1450000000,19333333,"Jalan sadar, Jagakarsa, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-mewah-murah-area-strategis-oleh-jaelani-18942144
RUMAH MENAWAN NON CLUSTER AKSES 2 MOBIL,3,3,120,1450000000,19333333,"Jagakarsa, Jagakarsa, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-menawan-non-cluster-akses-2-mobil-oleh-allan-dody-18867383
jagakarsa,3,3,120,1450000000,19333333,"kahfi 1, Jagakarsa, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-jagakarsa-oleh-agus-faisal-18912559
Rumah 2 Lantai Minimalis Eksklusife Jagakarsa,3,3,120,1450000000,19863014,"sirsak, Jagakarsa, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-2-lantai-minimalis-eksklusife-jagakarsa-oleh-irwan-bakti-18893591
Rumah Exclusif Natural Living Townhouse,3,3,120,1450000000,20138889,"Jagakarsa, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-exclusif-natural-living-townhouse-oleh-syarifudin-18488083
BRAND NEW HOUSE DALAM CLUSTER DI JAGAKARSA,3,3,120,1450000000,20714286,"Sirsak, Jagakarsa, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-brand-new-house-dalam-cluster-di-jagakarsa-oleh-allan-dody-18939745
Rumah Mezzanine Di Jl Durian Jagakarsa,3,4,110,1450000000,23770492,"Durian, Jagakarsa, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-mezzanine-di-jl-durian-jagakarsa-oleh-allan-dody-17202139
Rumah dalam cluster one gate sistem deket busway ragunana,4,3,120,1450000000,19333333,"jalan gandaria, Jagakarsa, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-dalam-cluster-one-gate-sistem-deket-busway-ragunana-oleh-tarono-18659877
New Cluster Dekat Ke Ragunan,4,4,130,1450000000,19333333,"Gandaria, Jagakarsa, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-new-cluster-dekat-ke-ragunan-oleh-allan-dody-18409943
HUNIAN TROPICAL DEKAT DENGAN PINTU TOL BRIGIF/DESARI( Indent ),4,4,120,1450000000,20714286,"Jl.Moh.Kahfi 1, Jagakarsa, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-hunian-tropical-dekat-dengan-pintu-tol-brigif-desari-indent-oleh-mamen-sulivan-18675573
RUMAH MODERN TYPE MEZANINE AREA PREMIUM JAGAKARSA( Indent ),4,4,125,1450000000,24166667,"Jl.Durian jagakarsa, Jagakarsa, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-modern-type-mezanine-area-premium-jagakarsa-indent-oleh-mamen-sulivan-18816970
New Cluster Di Kebagusan Raya,2,2,70,1440000000,24000000,"Jalan Kebagusan Raya, Kebagusan, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-new-cluster-di-kebagusan-raya-oleh-endang-trianawati-16660518
Durian by Permata,3,3,110,1435000000,23916667,"Jagakarsa, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-durian-by-permata-oleh-gia-latifunisa-17749240
Rumah Cluster Minimalis deket pintu toll,3,3,120,1429000000,20414286,"jalan raya khafi 1 jagakarsa Jakarta Selatan, Jagakarsa, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-cluster-minimalis-deket-pintu-toll-oleh-tarono-18867985
Rumah baru ready siap huni bangunan bata merah,3,3,130,1425000000,17812500,"jl kahfi 2, Jagakarsa, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-baru-ready-siap-huni-bangunan-bata-merah-oleh-badar-muhammad-17875374
RUMAH SIAPHUNI DKT AL AZHAR KAHFI 2 JAGAKARSA,3,3,130,1425000000,17812500,"Kahfi 2, Jagakarsa, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-siaphuni-dkt-al-azhar-kahfi-2-jagakarsa-oleh-burhan-18313098
Cluster 2 lantai baru 16 unit cash/kpr di jl moch kahfi 1,3,4,130,1425000000,18037975,"Moch kahfi 1, Jagakarsa, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-cluster-2-lantai-baru-16-unit-cash-kpr-di-jl-moch-kahfi-1-oleh-ajmal-18722708
Rumah Baru 2 Lantai Siap Huni di Kahfi 2 Jagakarsa,3,3,120,1425000000,18037975,"Jalan Kahfi 2, Jagakarsa, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-baru-2-lantai-siap-huni-di-kahfi-2-jagakarsa-oleh-ali-17958556
Rumah Baru dalam Cluster Siap Di Huni Jl Moch kahfi 1,4,4,14,1425000000,18506494,"Jl moch kahfi 1 jagakarsa, Jagakarsa, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-baru-dalam-cluster-siap-di-huni-jl-moch-kahfi-1-oleh-wildan-sofyan-17720593
Ruman Dalem cluster akses jln 2mobil,3,4,145,1420000000,17974684,"Mochamad Kahfi 1, Jagakarsa, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-ruman-dalem-cluster-akses-jln-2mobil-oleh-iko-18702659
Ciputat,1,4,128,1400000000,7000000,"Ciputat, Ciputat, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-ciputat-oleh-dedy-faazli-18875319
Rumah Murah Bebas Banjir Dekat Tol Andara Di Cinere,2,3,87,1400000000,20000000,"Jl Pangkalan Jati 2, Cinere, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-murah-bebas-banjir-dekat-tol-andara-di-cinere-oleh-ridho-iradata-18067235
Rumah 2 lantai dalam cluster di kebagusan,3,4,110,1400000000,14893617,"Jalan raya Kebagusan, Kebagusan, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-2-lantai-dalam-cluster-di-kebagusan-oleh-yoni-topan-18546540
"10 Menit ke MRT Lebak bulus, dp 0%, costomize layout",3,3,85,1400000000,18421053,"Cirendeu Raya, Cinere, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-10-menit-ke-mrt-lebak-bulus-dp-0-costomize-layout-oleh-yahdi-syarif-18239124
Rumah Pinggir jalan READY STOK,3,3,90,1400000000,18421053,"Lebak Bulus, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-pinggir-jalan-ready-stok-oleh-fadhlan-putera-18886232
pinggir jalan raya cashback ratusan juta rupiah ( cpte ),3,3,92,1400000000,18421053,"jl.cirendeu raya, Cipete, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-pinggir-jalan-raya-cashback-ratusan-juta-rupiah-cpte-oleh-naufal-ridhwan-rizqullah-18769978
rumah cantik minimalis akses 2 mobil jagakarsa,3,3,120,1400000000,18666667,"jl kahfi 1 jagakarsa, Jagakarsa, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-cantik-minimalis-akses-2-mobil-jagakarsa-oleh-badar-muhammad-18716556
Rumah Mewah Area Strategis Dekat Tol Desari dan Tol TB simatupang,3,4,110,1400000000,18666667,"Jln Raya Sadar, Jagakarsa, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-mewah-area-strategis-dekat-tol-desari-dan-tol-tb-simatupang-oleh-syarifudin-18901633
PINGGIR JL RAYA GOOD AREA ( LB ),3,3,100,1400000000,18666667,"jl.tarumah negara, Lebak Bulus, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-pinggir-jl-raya-good-area-lb-oleh-fauzan-17912941
"CLUSTER SIAP BANGUN , PINGGIR JALAN RAYA ( lb )",3,3,100,1400000000,19444444,"jl.cirendeu raya, Lebak Bulus, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-cluster-siap-bangun-pinggir-jalan-raya-lb-oleh-fauzan-17707677
RUMAH READY PINGGIR JALAN RAYA ( crnd ),3,3,100,1400000000,19444444,"jl.cirendeu raya, Cirendeu, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-ready-pinggir-jalan-raya-crnd-oleh-fauzan-17707691
Rumah siap huni jagakarsa,3,3,120,1400000000,19718310,"jalan sadar raya, Jagakarsa, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-siap-huni-jagakarsa-oleh-tarono-18906528
Cluster mewah 2 lantai baru akses 2 mobil di jagakarsa jaksel,3,3,120,1400000000,20000000,"Jagakarsa, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-cluster-mewah-2-lantai-baru-akses-2-mobil-di-jagakarsa-jaksel-oleh-ajmal-17826745
5 Menit Ke MRT -  dp0 bunga0% Lawan Virus Dengan Proyek Bersih,3,3,110,1400000000,20000000,"Cirendeu, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-5-menit-ke-mrt-dp0-bunga0-lawan-virus-dengan-proyek-bersih-oleh-eddy-17248856
Dijual Rumah sangat strategis 10 menit ke MRT ( LB ),3,3,100,1400000000,20000000,"jl. cirendeu raya, Lebak Bulus, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-dijual-rumah-sangat-strategis-10-menit-ke-mrt-lb-oleh-rabiatul-adewiyah-18460800
